timestamp,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,fraud_score,balance_change_src,balance_change_dst,is_merchant,amount_ratio,balance_ratio_src
2024-01-01 08:18:24,8,TRANSFER,438780.94,C_000141,526629.91,87848.97000000003,M_000014,1935.28,440716.22000000003,0,0,0.2800323021512575,-438780.94,438780.94,1,0.8331849340176405,0.1668131671192639
2024-01-01 09:14:36,9,TRANSFER,21.61,C_000119,3144.66,3123.0499999999997,M_000016,4583.58,4605.19,0,0,0.2116468645735904,-21.610000000000127,21.609999999999673,1,0.006869782493975827,0.9928123191953357
2024-01-01 10:26:48,10,CASH_OUT,14216.41,C_000150,31388.64,17172.23,C_000046,4160.72,18377.13,0,0,0.2237592715095999,-14216.41,14216.41,0,0.45290133942281596,0.5470668029324325
2024-01-01 10:53:00,10,CASH_OUT,140.7,C_000118,2125.32,1984.6200000000001,M_000020,1830.93,1971.63,0,0,0.23840417265324215,-140.70000000000005,140.70000000000005,1,0.06617066104819594,0.9333590428533804
2024-01-01 11:40:12,11,DEBIT,81.33,C_000021,5508.45,5427.12,C_000142,5605.93,5687.26,0,0,0.2243230277782832,-81.32999999999993,81.32999999999993,0,0.014761909083483833,0.9850565845955586
2024-01-01 12:07:24,12,DEBIT,40.18,C_000137,5329.36,5289.179999999999,C_000100,363.92,404.1,0,0,0.1323348492295001,-40.18000000000029,40.18000000000001,0,0.007537952408467721,0.9922744430019735
2024-01-01 12:29:36,12,CASH_OUT,1001.35,C_000026,2647.24,1645.8899999999999,C_000072,884.54,1885.8899999999999,0,0,0.22008654878638403,-1001.3499999999999,1001.3499999999999,0,0.37811905265383805,0.6215033380660363
2024-01-01 13:31:48,13,CASH_IN,18.18,C_000009,5277.01,5258.83,C_000190,5280.37,5298.55,0,0,0.18750803634309868,-18.18000000000029,18.18000000000029,0,0.003444480021826408,0.9963660546304383
2024-01-01 14:46:00,14,CASH_OUT,8.91,C_000015,1204.1,1195.1899999999998,M_000024,1424.42,1433.3300000000002,0,0,0.25620490010063596,-8.910000000000082,8.910000000000082,1,0.007393577296489919,0.9917766160484607
2024-01-01 14:38:12,15,CASH_OUT,4439.55,C_000010,5978.05,1538.5,C_000147,11918.75,16358.3,0,0,0.24073794460121112,-4439.55,4439.549999999999,0,0.7425176240372634,0.25731512531254963
2024-01-01 15:43:24,15,TRANSFER,80.81,C_000122,6139.94,6059.129999999999,C_000030,1883.5,1964.31,0,0,0.012412314740177965,-80.8100000000004,80.80999999999995,0,0.013159223180815968,0.9866779352998074
2024-01-01 16:46:36,16,PAYMENT,167.19,C_000121,802.66,635.47,C_000078,4709.72,4876.91,0,0,0.11366612709978158,-167.18999999999994,167.1899999999996,0,0.2080357365054874,0.7907199562003833
2024-01-01 17:15:48,17,CASH_OUT,34.68,C_000125,28938.27,28903.59,M_000006,1544.03,1578.71,0,0,0.01041484565516837,-34.68000000000029,34.680000000000064,1,0.0011983716244397319,0.9987670732537482
2024-01-01 18:07:00,18,TRANSFER,1663.77,C_000170,3009.87,1346.1,C_000113,1659.91,3323.6800000000003,0,0,0.030622477429829376,-1663.77,1663.7700000000002,0,0.5525877902400304,0.44708007984403175
2024-01-01 18:14:12,18,TRANSFER,11697.06,C_000072,18545.23,6848.17,M_000031,1448.09,13145.15,0,0,0.1804232166010834,-11697.06,11697.06,1,0.6306974517192981,0.36924862896664173
2024-01-01 19:55:24,19,DEBIT,47.82,C_000152,2707.21,2659.39,C_000168,3809.01,3856.8300000000004,0,0,0.262146546348676,-47.820000000000164,47.820000000000164,0,0.017657419476333074,0.9819733329394692
2024-01-01 19:59:36,20,PAYMENT,3.0,C_000049,679.19,676.19,M_000006,2379.02,2382.02,0,0,0.03594742761278017,-3.0,3.0,1,0.004410532351254796,0.9941192901983269
2024-01-01 20:54:48,20,TRANSFER,11820.47,C_000154,14325.76,2505.290000000001,C_000014,8635.35,20455.82,0,0,0.13532678624004946,-11820.47,11820.47,0,0.8250623309108269,0.17486786963695916
2024-01-01 21:17:00,21,CASH_OUT,1296.26,C_000091,6429.51,5133.25,C_000154,866.61,2162.87,0,0,0.2732636714419331,-1296.2600000000002,1296.2599999999998,0,0.20157965697899544,0.7982648343599497
2024-01-01 22:46:12,22,CASH_OUT,104.33,C_000037,8344.24,8239.91,M_000035,317.96,422.28999999999996,0,0,0.24429029510147632,-104.32999999999993,104.32999999999998,1,0.012501737517435088,0.9873784336939381
2024-01-01 22:53:24,23,TRANSFER,260.89,C_000068,9539.36,9278.470000000001,M_000015,1498.97,1759.8600000000001,0,0,0.15590036893977896,-260.8899999999994,260.8900000000001,1,0.027345928245894283,0.9725492539065612
2024-01-01 23:58:36,23,DEBIT,23.74,C_000050,3324.28,3300.5400000000004,C_000176,2876.91,2900.6499999999996,0,0,0.2314714317986493,-23.73999999999978,23.73999999999978,0,0.007139248424192849,0.9925600250204495
2024-01-02 00:22:48,24,CASH_OUT,3154.11,C_000152,11298.07,8143.959999999999,M_000029,5915.51,9069.62,0,0,0.1568081322133611,-3154.1100000000006,3154.1100000000006,1,0.2791477528681564,0.7207637442727587
2024-01-02 01:30:00,25,PAYMENT,24.48,C_000019,5616.01,5591.530000000001,C_000110,1274.85,1299.33,0,0,0.04742770118485463,-24.479999999999563,24.480000000000018,0,0.004358190567579548,0.9954637787719802
2024-01-02 01:51:12,25,PAYMENT,6.5,C_000100,6449.19,6442.69,C_000179,3182.1,3188.6,0,0,0.03742083396650373,-6.5,6.5,0,0.0010077222531429308,0.9988372435540659
2024-01-02 03:06:24,26,CASH_OUT,359.45,C_000060,3823.61,3464.1600000000003,C_000131,1293.27,1652.72,0,0,0.05651046962012093,-359.4499999999998,359.45000000000005,0,0.09398343883428636,0.9057550965980845
2024-01-02 03:32:36,27,PAYMENT,15.03,C_000167,5035.62,5020.59,C_000170,2880.88,2895.9100000000003,0,0,0.10527662848970384,-15.029999999999745,15.0300000000002,0,0.0029841441284035723,0.9968173100214033
2024-01-02 04:01:48,28,PAYMENT,11.65,C_000089,8201.26,8189.610000000001,M_000003,6483.46,6495.11,0,0,0.2791587803022056,-11.649999999999636,11.649999999999636,1,0.0014203402476878325,0.9984577421344849
2024-01-02 05:17:00,28,TRANSFER,170.68,C_000146,2741.34,2570.6600000000003,C_000028,789.39,960.0699999999999,0,0,0.2399035240960804,-170.67999999999984,170.67999999999995,0,0.06223881794379982,0.937396529970755
2024-01-02 05:16:12,29,PAYMENT,62.15,C_000147,8273.52,8211.37,M_000011,1553.76,1615.91,0,0,0.12984046836789526,-62.149999999999636,62.15000000000009,1,0.0075110097020733525,0.9923681373662763
2024-01-02 05:58:24,30,TRANSFER,25.48,C_000164,4513.22,4487.740000000001,C_000071,15001.4,15026.88,0,0,0.1479230129362722,-25.479999999999563,25.479999999999563,0,0.005644385962580468,0.9941340918253875
2024-01-02 07:13:36,30,TRANSFER,6440.09,C_000183,8635.12,2195.0300000000007,C_000063,6087.55,12527.64,0,0,0.07968283729992445,-6440.09,6440.089999999999,0,0.7457156686104407,0.2541685386493009
2024-01-02 08:00:48,31,TRANSFER,1562.93,C_000069,2000.49,437.55999999999995,C_000073,2494.75,4057.6800000000003,0,0,0.21130588694163904,-1562.93,1562.9300000000003,0,0.7808832419847214,0.2186171302379727
2024-01-02 08:37:00,32,TRANSFER,194.27,C_000175,2486.12,2291.85,M_000003,2180.9,2375.17,0,0,0.2408297014386114,-194.26999999999998,194.26999999999998,1,0.07811042490913185,0.9214875036186433
2024-01-02 09:31:12,33,CASH_OUT,48.13,C_000049,4013.72,3965.5899999999997,C_000119,1004.74,1052.8700000000001,0,0,0.07167140870027296,-48.13000000000011,48.13000000000011,0,0.011988382751474574,0.9877625338753387
2024-01-02 10:11:24,33,PAYMENT,47.76,C_000108,9214.61,9166.85,C_000121,2184.52,2232.28,0,0,0.01254648713593961,-47.76000000000022,47.76000000000022,0,0.005182510978654695,0.9947089774849412
2024-01-02 10:59:36,34,CASH_OUT,1235.19,C_000161,2164.11,928.9200000000001,C_000019,5655.21,6890.4,0,0,0.1871666829488911,-1235.19,1235.1899999999996,0,0.5704975728715862,0.42904055683083075
2024-01-02 10:48:48,35,TRANSFER,1788.56,C_000119,10198.62,8410.060000000001,C_000175,3467.21,5255.77,0,0,0.168753635740595,-1788.5599999999995,1788.5600000000004,0,0.17535555246175835,0.824546404669978
2024-01-02 12:06:00,36,DEBIT,320.6,C_000149,10323.92,10003.32,C_000142,1027.66,1348.2600000000002,0,0,0.12063934650866293,-320.60000000000036,320.60000000000014,0,0.031051088047171313,0.9688520589021513
2024-01-02 13:03:12,36,TRANSFER,154.35,C_000150,1001.86,847.51,M_000028,674.93,829.28,0,0,0.19316818253196302,-154.35000000000002,154.35000000000002,1,0.15390981792074665,0.8450930339229803
2024-01-02 13:02:24,37,CASH_IN,0.44,C_000176,9539.56,9539.119999999999,C_000166,924.51,924.95,0,0,0.16518398939554307,-0.4400000000005093,0.44000000000005457,0,4.6118886103121835e-05,0.9998490654636625
2024-01-02 13:59:36,38,CASH_OUT,2312.44,C_000037,26586.13,24273.690000000002,C_000181,558.12,2870.56,0,0,0.07517447297825783,-2312.4399999999987,2312.44,0,0.0869759165430793,0.9129864712738833
2024-01-02 14:30:48,38,PAYMENT,42.49,C_000143,6539.45,6496.96,C_000061,301.59,344.08,0,0,0.1193186926868167,-42.48999999999978,42.49000000000001,0,0.006496494889495372,0.9933506104320039
2024-01-02 15:44:00,39,DEBIT,200.22,C_000163,7920.5,7720.28,C_000164,1629.72,1829.94,0,0,0.1284340709241725,-200.22000000000025,200.22000000000003,0,0.025275516000757434,0.9745982452818279
2024-01-02 16:06:12,40,PAYMENT,667.7,C_000199,26739.83,26072.13,M_000010,360.74,1028.44,0,0,0.2640743983426691,-667.7000000000007,667.7,1,0.024969307235414906,0.9749932967675274
2024-01-02 16:35:24,41,PAYMENT,2104.04,C_000160,7175.29,5071.25,C_000030,565.91,2669.95,0,0,0.28827124623868783,-2104.04,2104.04,0,0.2931932795358047,0.7066673726953621
2024-01-02 17:39:36,41,PAYMENT,20.6,C_000011,1864.75,1844.15,C_000009,2377.74,2398.3399999999997,0,0,0.2679004087189491,-20.59999999999991,20.59999999999991,0,0.011041136272276566,0.988422886238778
2024-01-02 18:57:48,42,TRANSFER,527.38,C_000138,9719.19,9191.810000000001,M_000033,539.53,1066.9099999999999,0,0,0.21575340721559388,-527.3799999999992,527.3799999999999,1,0.05425614108366194,0.9456409802689043
2024-01-02 18:55:00,43,TRANSFER,6208.49,C_000078,12216.07,6007.58,C_000161,198.03,6406.5199999999995,0,0,0.17549782008174655,-6208.49,6208.49,0,0.5081815852737195,0.49173656203983446
2024-01-02 20:14:12,43,TRANSFER,74.55,C_000077,4441.21,4366.66,C_000120,1145.49,1220.04,0,0,0.20677849063978648,-74.55000000000018,74.54999999999995,0,0.01678218724463724,0.9829926995797137
2024-01-02 21:05:24,44,DEBIT,44.77,C_000185,1516.43,1471.66,C_000052,746.61,791.38,0,0,0.2817327662198067,-44.76999999999998,44.76999999999998,0,0.029503832137232032,0.9698371588804755
2024-01-02 20:59:36,45,PAYMENT,22.6,C_000153,7086.91,7064.3099999999995,C_000089,2172.71,2195.31,0,0,0.07499962056714952,-22.600000000000364,22.59999999999991,0,0.003188528071039277,0.9966703866160829
2024-01-02 21:59:48,46,PAYMENT,52.35,C_000002,488.8,436.45,C_000142,323.98,376.33000000000004,0,0,0.16053615230202148,-52.35000000000002,52.35000000000002,0,0.10688035933033892,0.8910779910167415
2024-01-02 23:10:00,46,PAYMENT,39.24,C_000064,12951.12,12911.880000000001,M_000048,4180.21,4219.45,0,0,0.20688240570012237,-39.23999999999978,39.23999999999978,1,0.0030296198614589735,0.9968931727006853
2024-01-02 23:02:12,47,PAYMENT,22.41,C_000035,1998.21,1975.8,C_000187,7100.84,7123.25,0,0,0.2037741003972824,-22.410000000000082,22.409999999999854,0,0.011209427723950961,0.9882903746980056
2024-01-03 00:03:24,48,TRANSFER,58.47,C_000007,753.7,695.23,C_000078,4081.12,4139.59,0,0,0.07568368787305092,-58.47000000000003,58.470000000000255,0,0.07747449317609646,0.9212004770107327
2024-01-03 00:54:36,48,CASH_OUT,1055.21,C_000085,4186.52,3131.3100000000004,C_000041,2283.17,3338.38,0,0,0.17601945821692555,-1055.21,1055.21,0,0.2519892442304753,0.7477719509399359
2024-01-03 01:56:48,49,TRANSFER,5858.58,C_000146,7247.29,1388.71,C_000196,5912.68,11771.26,0,0,0.2387739427260469,-5858.58,5858.58,0,0.8082706403855254,0.19159139603961764
2024-01-03 02:53:00,50,PAYMENT,504.75,C_000067,6375.68,5870.93,C_000068,3561.53,4066.28,0,0,0.14252369401507314,-504.75,504.75,0,0.07915561075669471,0.9206875678252633
2024-01-03 02:43:12,51,TRANSFER,154.14,C_000042,11835.03,11680.890000000001,M_000016,31.82,185.95999999999998,0,0,0.23798942300962048,-154.13999999999942,154.14,1,0.013022947728250096,0.9868925644831925
2024-01-03 04:03:24,51,PAYMENT,196.49,C_000118,9313.89,9117.4,M_000010,1503.07,1699.56,0,0,0.10796477932636643,-196.48999999999978,196.49,1,0.021094183613547774,0.9787984613881645
2024-01-03 04:10:36,52,DEBIT,119.53,C_000125,824.65,705.12,C_000105,5710.46,5829.99,0,0,0.2816280381491277,-119.52999999999997,119.52999999999975,0,0.1447707866529401,0.8540180463876945
2024-01-03 05:32:48,53,PAYMENT,23.2,C_000167,702.77,679.5699999999999,C_000125,1273.3,1296.5,0,0,0.1601785321497303,-23.200000000000045,23.200000000000045,0,0.03296531537292013,0.9656137658610057
2024-01-03 06:04:00,54,TRANSFER,1751.87,C_000169,10497.11,8745.240000000002,C_000110,107.55,1859.4199999999998,0,0,0.17878438523778428,-1751.869999999999,1751.87,0,0.16687479936864824,0.8330299453901704
2024-01-03 06:26:12,54,CASH_IN,142.38,C_000024,13072.72,12930.34,C_000086,4113.39,4255.77,0,0,0.00940847064137652,-142.3799999999992,142.3800000000001,0,0.010890549897045371,0.9890329607793344
2024-01-03 07:12:24,55,TRANSFER,190.12,C_000188,3315.28,3125.1600000000003,C_000169,4859.04,5049.16,0,0,0.05108074113857828,-190.1199999999999,190.1199999999999,0,0.05732929668182421,0.9423691606257615
2024-01-03 08:14:36,56,DEBIT,17.25,C_000046,3476.16,3458.91,C_000120,525.18,542.43,0,0,0.1898801641413134,-17.25,17.25,0,0.004960945139136537,0.9947514638383048
2024-01-03 09:11:48,56,PAYMENT,27.21,C_000019,1948.2,1920.99,C_000127,2312.29,2339.5,0,0,0.12596111153468137,-27.210000000000036,27.210000000000036,0,0.013959573158218757,0.9855273958547096
2024-01-03 09:45:00,57,CASH_OUT,386.43,C_000068,11697.82,11311.39,C_000183,639.41,1025.84,0,0,0.15244913713745242,-386.4300000000003,386.42999999999995,0,0.03303153651393902,0.9668829847796615
2024-01-03 09:52:12,58,TRANSFER,9300.92,C_000102,16337.92,7037.0,C_000016,3810.71,13111.630000000001,0,0,0.01889142262011013,-9300.92,9300.920000000002,0,0.5692493751116965,0.4306894213326217
2024-01-03 10:33:24,59,CASH_OUT,129.5,C_000042,1855.55,1726.05,C_000062,950.51,1080.01,0,0,0.2502405715231153,-129.5,129.5,0,0.06975303654628208,0.929708329966874
2024-01-03 11:20:36,59,PAYMENT,11.5,C_000032,1788.49,1776.99,M_000033,1140.34,1151.84,0,0,0.23535168068886517,-11.5,11.5,1,0.006426411994478874,0.9930147695712186
2024-01-03 12:51:48,60,PAYMENT,515.97,C_000167,11710.39,11194.42,C_000176,5592.43,6108.400000000001,0,0,0.055606192716554856,-515.9699999999993,515.9700000000003,0,0.044057110214927524,0.9558575028241738
2024-01-03 13:23:00,61,PAYMENT,25.61,C_000109,99.37,73.76,C_000158,1940.64,1966.25,0,0,0.1902988071772138,-25.61,25.6099999999999,0,0.255155923084587,0.7348809405200757
2024-01-03 13:28:12,61,CASH_OUT,10.52,C_000036,1961.03,1950.51,M_000036,3323.76,3334.28,0,0,0.2454945634962815,-10.519999999999982,10.519999999999982,1,0.005361793652492571,0.9941285301447991
2024-01-03 15:01:24,62,DEBIT,105.61,C_000097,4167.91,4062.2999999999997,M_000003,1544.37,1649.9799999999998,0,0,0.19225624092468,-105.61000000000013,105.6099999999999,1,0.025332760841562902,0.9744273683049046
2024-01-03 15:19:36,63,CASH_OUT,136.37,C_000164,965.76,829.39,M_000005,1061.49,1197.8600000000001,0,0,0.09311942858875345,-136.37,136.37000000000012,1,0.14105879432330673,0.8579068227895238
2024-01-03 15:51:48,64,PAYMENT,1720.88,C_000131,2548.15,827.27,C_000064,2946.31,4667.1900000000005,0,0,0.19683334514345013,-1720.88,1720.8800000000006,0,0.6750799286036522,0.3245277837710609
2024-01-03 16:43:00,64,DEBIT,159.24,C_000073,8635.56,8476.32,M_000012,504.75,663.99,0,0,0.06313852430496367,-159.23999999999978,159.24,1,0.018437896569930622,0.9814463165890123
2024-01-03 17:44:12,65,TRANSFER,301.06,C_000136,11601.96,11300.9,M_000044,1400.43,1701.49,0,0,0.09547649918382625,-301.0599999999995,301.05999999999995,1,0.025946827361294018,0.9739669877341645
2024-01-03 18:17:24,66,TRANSFER,63.5,C_000097,8751.39,8687.89,C_000069,703.51,767.01,0,0,0.07202089593215359,-63.5,63.5,0,0.00725516116169412,0.9926305843318225
2024-01-03 18:36:36,66,PAYMENT,89.59,C_000123,11560.19,11470.6,C_000048,3570.16,3659.75,0,0,0.16707753071706197,-89.59000000000015,89.59000000000015,0,0.007749202287999765,0.9921643014257183
2024-01-03 19:45:48,67,CASH_OUT,3368.01,C_000070,8068.85,4700.84,M_000013,8658.42,12026.43,0,0,0.03246799402966458,-3368.01,3368.01,1,0.41735719994795445,0.5825188820114376
2024-01-03 20:07:00,68,PAYMENT,87.16,C_000169,8468.03,8380.87,C_000101,16218.35,16305.51,0,0,0.2799931141045016,-87.15999999999985,87.15999999999985,0,0.01029161545064783,0.9895903072724975
2024-01-03 21:07:12,69,TRANSFER,74.08,C_000196,2511.78,2437.7000000000003,C_000195,1795.02,1869.1,0,0,0.10005370609886004,-74.07999999999993,74.07999999999993,0,0.02948129163715088,0.9701207427629956
2024-01-03 22:07:24,69,DEBIT,171.84,C_000013,5693.29,5521.45,C_000172,873.18,1045.02,0,0,0.06569103813174039,-171.84000000000015,171.84000000000003,0,0.03017759896317188,0.9696467865177221
2024-01-03 22:17:36,70,PAYMENT,50.76,C_000049,22536.01,22485.25,C_000161,1754.65,1805.41,0,0,0.14896494408054936,-50.7599999999984,50.75999999999999,0,0.0022522952246105407,0.9977033333170638
2024-01-03 22:53:48,71,TRANSFER,989.53,C_000060,2466.59,1477.0600000000002,M_000024,5637.24,6626.7699999999995,0,0,0.0830993455364148,-989.53,989.5299999999997,1,0.4010107027504569,0.5985840435404586
2024-01-03 23:43:00,72,PAYMENT,32.07,C_000130,2509.14,2477.0699999999997,C_000137,692.04,724.11,0,0,0.1604712259147933,-32.070000000000164,32.07000000000005,0,0.012776179814671692,0.9868254360314563
2024-01-04 00:35:12,72,PAYMENT,30.96,C_000188,3307.24,3276.2799999999997,C_000068,9115.65,9146.609999999999,0,0,0.10455274493462564,-30.960000000000036,30.959999999999127,0,0.009358450414722028,0.9903392740550867
2024-01-04 01:55:24,73,TRANSFER,174.94,C_000005,952.52,777.5799999999999,M_000044,1255.04,1429.98,0,0,0.03962004323071224,-174.94000000000005,174.94000000000005,1,0.1834675727829516,0.8154836815169058
2024-01-04 02:35:36,74,TRANSFER,2655.73,C_000172,3609.43,953.6999999999998,C_000065,12764.31,15420.039999999999,0,0,0.0797685726081786,-2655.73,2655.7299999999996,0,0.7355716632090915,0.26415136147217916
2024-01-04 03:01:48,74,CASH_OUT,126.12,C_000027,9002.98,8876.859999999999,C_000008,5471.77,5597.89,0,0,0.13153195348845756,-126.1200000000008,126.11999999999989,0,0.01400713906516896,0.9858817989378029
2024-01-04 03:26:00,75,TRANSFER,160.86,C_000160,19009.83,18848.97,C_000045,4959.71,5120.57,0,0,0.009087967943887687,-160.86000000000058,160.85999999999967,0,0.008461492738612676,0.9914859056653497
2024-01-04 04:04:12,76,TRANSFER,61.31,C_000149,2667.23,2605.92,C_000087,1147.76,1209.07,0,0,0.23119275810442858,-61.309999999999945,61.309999999999945,0,0.022977779276898917,0.9766474404380432
2024-01-04 05:16:24,77,CASH_OUT,554.03,C_000008,1123.49,569.46,C_000175,26.45,580.48,0,0,0.18654736937712474,-554.03,554.03,0,0.49269446593566857,0.5064162420297201
2024-01-04 05:32:36,77,TRANSFER,752.5,C_000050,1243.39,490.8900000000001,C_000168,1444.45,2196.95,0,0,0.18040788218350626,-752.5,752.4999999999998,0,0.6047139562355852,0.39448243717805515
2024-01-04 06:44:48,78,TRANSFER,164.43,C_000067,11293.97,11129.539999999999,C_000076,1077.79,1242.22,1,0,0.99471716635527,-164.4300000000003,164.43000000000006,0,0.014557807590458409,0.9853536574244995
2024-01-04 07:34:00,79,TRANSFER,97.64,C_000044,3233.54,3135.9,C_000182,114.34,211.98000000000002,0,0,0.17709395169752054,-97.63999999999987,97.64000000000001,0,0.03018667260259573,0.9695041644252351
2024-01-04 07:48:12,79,TRANSFER,17194.53,C_000125,22561.95,5367.420000000002,C_000076,2111.81,19306.34,0,0,0.28039558581216617,-17194.53,17194.53,0,0.7620692329682066,0.23788644658610694
2024-01-04 08:33:24,80,PAYMENT,3.25,C_000058,3239.62,3236.37,C_000174,1547.67,1550.92,0,0,0.002570763243222207,-3.25,3.25,0,0.0010028945078410921,0.9986885225666693
2024-01-04 09:15:36,81,DEBIT,162.68,C_000003,2111.07,1948.39,C_000047,3019.93,3182.6099999999997,0,0,0.01433991289732478,-162.68000000000006,162.67999999999984,0,0.07702396227397766,0.9225025685701704
2024-01-04 10:33:48,82,CASH_OUT,2501.2,C_000086,6358.72,3857.5200000000004,C_000015,2912.13,5413.33,0,0,0.0574480229792407,-2501.2,2501.2,0,0.3932877548068153,0.6065550055662828
2024-01-04 11:17:00,82,PAYMENT,0.34,C_000070,9815.15,9814.81,C_000105,386.05,386.39,0,0,0.05019041399794503,-0.3400000000001455,0.339999999999975,0,3.463679752245025e-05,0.999863490268588
2024-01-04 12:00:12,83,TRANSFER,1974.91,C_000130,6856.03,4881.12,C_000147,11312.29,13287.2,0,0,0.0543583378407548,-1974.9099999999999,1974.9099999999999,0,0.28801244853821556,0.7118417157282381
2024-01-04 12:28:24,84,PAYMENT,39.24,C_000172,5978.63,5939.39,C_000026,620.82,660.0600000000001,0,0,0.20158316575459503,-39.23999999999978,39.24000000000001,0,0.006562278936991085,0.9932704866354608
2024-01-04 13:07:36,84,DEBIT,122.4,C_000002,2414.94,2292.54,M_000032,1767.84,1890.24,0,0,0.1378449903150496,-122.40000000000009,122.40000000000009,1,0.0506635098553772,0.9489225725804449
2024-01-04 13:38:48,85,PAYMENT,33.62,C_000102,6747.06,6713.4400000000005,C_000093,2008.98,2042.6,0,0,0.29753366350040794,-33.61999999999989,33.61999999999989,0,0.0049821726540665015,0.9948696366066692
2024-01-04 14:08:00,86,PAYMENT,273.99,C_000035,5821.11,5547.12,M_000016,5030.95,5304.94,0,0,0.06806577444088345,-273.9899999999998,273.9899999999998,1,0.04706025822253444,0.9527679827416521
2024-01-04 15:21:12,87,TRANSFER,834.0,C_000098,1637.48,803.48,M_000032,313.51,1147.51,0,0,0.0932490303082484,-834.0,834.0,1,0.5090083492016991,0.49038132903666815
2024-01-04 15:20:24,87,TRANSFER,525.02,C_000030,4880.7,4355.68,M_000045,1679.23,2204.25,0,0,0.2952722150404947,-525.0199999999995,525.02,1,0.10754859987299506,0.8922465534547392
2024-01-04 16:27:36,88,DEBIT,30.61,C_000116,1520.3,1489.69,C_000038,2970.64,3001.25,0,0,0.24952744224067408,-30.6099999999999,30.610000000000127,0,0.020120949188194306,0.9792217182672714
2024-01-04 16:52:48,89,PAYMENT,919.14,C_000008,9253.61,8334.470000000001,C_000020,726.81,1645.9499999999998,0,0,0.14093976620355983,-919.1399999999994,919.1399999999999,0,0.09931698904654004,0.9005749566972568
2024-01-04 17:38:00,90,DEBIT,91.1,C_000150,2884.41,2793.31,C_000157,2962.3,3053.4,0,0,0.16637906566379693,-91.09999999999991,91.09999999999991,0,0.031572636124502236,0.9680807926776438
2024-01-04 18:36:12,90,PAYMENT,1693.76,C_000044,28217.84,26524.08,C_000179,7717.86,9411.619999999999,0,0,0.2529533761958521,-1693.7599999999984,1693.7599999999993,0,0.06002231133526396,0.9399422513469725
2024-01-04 18:56:24,91,DEBIT,909.67,C_000186,1576.91,667.2400000000001,C_000132,17996.23,18905.899999999998,1,0,0.7692202829818356,-909.67,909.6699999999983,0,0.5765030958673181,0.42286315442579114
2024-01-04 20:22:36,92,PAYMENT,3.79,C_000036,7583.1,7579.31,C_000055,98.97,102.76,0,0,0.061807117074625294,-3.7899999999999636,3.7900000000000063,0,0.0004997296976569401,0.9993684155008504
